0	0.47933,0.82563,0.74731,0.46429,0.85918,0.53318,0.06964,0.35910,0.98366,0.15567
1	0.68403,0.34300,0.98491,0.66789,0.87026,0.15500,0.25255,0.60368,0.42059,0.19269
2	0.83693,0.25709,0.44464,0.01758,0.81697,0.30639,0.84099,0.92292,0.35105,0.29079
3	0.82627,0.86051,0.20537,0.83770,0.72963,0.99196,0.69722,0.75773,0.34641,0.87143
4	0.53244,0.01620,0.15887,0.24229,0.03539,0.98602,0.09541,0.78498,0.26741,0.51926
5	0.41504,0.62730,0.41129,0.84674,0.71032,0.41915,0.84231,0.21449,0.64608,0.58936
6	0.06804,0.07858,0.29090,0.44783,0.42748,0.51665,0.57628,0.54860,0.87542,0.53055
7	0.54259,0.22008,0.28025,0.61032,0.08100,0.30552,0.24326,0.57086,0.36051,0.59713
8	0.41447,0.06806,0.99363,0.12443,0.42061,0.82547,0.15716,0.48875,0.07686,0.20538
9	0.06565,0.26287,0.89923,0.18885,0.40814,0.34176,0.48969,0.73739,0.98799,0.28259
10	0.29988,0.59992,0.20769,0.17245,0.44546,0.89652,0.74512,0.90817,0.61714,0.84631
11	0.96379,0.50324,0.63490,0.12585,0.73288,0.09179,0.19322,0.57431,0.74881,0.88559
12	0.80670,0.55337,0.66574,0.54083,0.55604,0.33402,0.95359,0.87870,0.11530,0.71607
13	0.06253,0.15279,0.01520,0.76662,0.82132,0.41083,0.06959,0.85410,0.71536,0.51732
14	0.35188,0.50322,0.50656,0.63252,0.36592,0.93038,0.61023,0.42956,0.50733,0.40679
15	0.20405,0.59877,0.55474,0.39955,0.45800,0.31960,0.06842,0.91935,0.40933,0.33329
16	0.47255,0.19233,0.88434,0.25386,0.87723,0.77961,0.08897,0.45946,0.23563,0.02838
17	0.41297,0.62272,0.67926,0.54275,0.29847,0.04919,0.47924,0.77824,0.85081,0.64632
18	0.07944,0.53919,0.31305,0.03736,0.17880,0.50692,0.10286,0.31737,0.98228,0.10940
19	0.47086,0.57901,0.51909,0.26133,0.92579,0.33515,0.54910,0.49024,0.69217,0.82527
20	0.78612,0.24468,0.97545,0.14676,0.84592,0.25587,0.00516,0.21185,0.17369,0.40656
21	0.30363,0.91585,0.70180,0.59618,0.24289,0.30835,0.31928,0.71429,0.97518,0.26271
22	0.88644,0.45959,0.07401,0.27162,0.54220,0.82192,0.30875,0.95588,0.38549,0.15293
23	0.95294,0.82669,0.59903,0.34758,0.28765,0.91341,0.09148,0.33844,0.12980,0.19837
24	0.27042,0.84444,0.59954,0.81737,0.29445,0.56955,0.94429,0.66123,0.94341,0.10237
25	0.27492,0.40772,0.57015,0.37041,0.33169,0.26465,0.50699,0.46154,0.30831,0.19149
26	0.01520,0.07867,0.25691,0.69077,0.35826,0.31489,0.22333,0.81064,0.14262,0.87052
27	0.94704,0.54947,0.34677,0.74594,0.91269,0.48078,0.78980,0.80123,0.96751,0.48534
28	0.68921,0.64289,0.33434,0.79144,0.95971,0.38284,0.91729,0.46120,0.44979,0.77598
29	0.01892,0.75513,0.30472,0.68230,0.18172,0.65329,0.82538,0.11313,0.14096,0.27430
30	0.34411,0.76421,0.42234,0.47130,0.45402,0.45693,0.61296,0.44611,0.98336,0.57625
31	0.84424,0.39342,0.72886,0.44013,0.32839,0.47317,0.18718,0.93419,0.42633,0.98746
32	0.18018,0.10102,0.45488,0.91966,0.44826,0.27382,0.85088,0.58755,0.68424,0.42848
33	0.02683,0.67868,0.11894,0.50214,0.53002,0.59394,0.07281,0.31442,0.61617,0.03760
34	0.82535,0.74926,0.80064,0.61600,0.97485,0.49888,0.96015,0.91729,0.71571,0.18384
35	0.43493,0.70195,0.00182,0.74365,0.37778,0.58124,0.47898,0.27176,0.54097,0.88876
36	0.61899,0.14157,0.63516,0.26445,0.73787,0.11933,0.00812,0.02389,0.32328,0.71651
37	0.88479,0.71046,0.57166,0.29586,0.80172,0.96148,0.33938,0.72615,0.43519,0.31084
38	0.28475,0.33670,0.07825,0.35075,0.44204,0.75469,0.65935,0.49313,0.79522,0.17843
39	0.53723,0.48516,0.46531,0.46604,0.29705,0.16027,0.25678,0.60430,0.00406,0.38469
40	0.42084,0.42877,0.89191,0.33903,0.54757,0.27100,0.70289,0.76661,0.49738,0.70433
41	0.42813,0.64679,0.34742,0.22752,0.39960,0.72694,0.23147,0.34913,0.33025,0.36709
42	0.33964,0.96597,0.07705,0.94858,0.27204,0.03259,0.82606,0.14944,0.62229,0.29687
43	0.40987,0.80231,0.41660,0.56568,0.33292,0.66167,0.59058,0.19828,0.85338,0.05531
44	0.10217,0.94842,0.95923,0.44927,0.63957,0.19002,0.40153,0.24961,0.20928,0.16066
45	0.07961,0.15583,0.60428,0.30535,0.23225,0.10468,0.38503,0.29476,0.46743,0.43204
46	0.66518,0.79805,0.73058,0.44886,0.64876,0.43932,0.24284,0.98584,0.31002,0.38633
47	0.79523,0.63837,0.71347,0.68497,0.42819,0.27492,0.95593,0.47350,0.70009,0.42780
48	0.52616,0.03176,0.86953,0.14700,0.10468,0.06280,0.72495,0.85318,0.95991,0.13348
49	0.09565,0.94320,0.50632,0.39366,0.74676,0.70882,0.72626,0.19903,0.40401,0.49745
50	0.94536,0.11298,0.20931,0.14960,0.96389,0.05216,0.35535,0.54113,0.67234,0.30879
51	0.98028,0.20089,0.36799,0.11833,0.55182,0.83230,0.38049,0.38169,0.01899,0.50196
52	0.21016,0.00716,0.96920,0.72154,0.07212,0.92580,0.25879,0.86032,0.00006,0.28524
53	0.85740,0.00384,0.11450,0.97739,0.57092,0.56288,0.02612,0.37755,0.73049,0.93202
54	0.36016,0.66982,0.40739,0.93642,0.31453,0.68173,0.73578,0.54337,0.91882,0.67002
55	0.54382,0.57615,0.23560,0.74807,0.68746,0.56220,0.68878,0.75871,0.32323,0.73019
56	0.25752,0.57843,0.92658,0.04374,0.16496,0.47717,0.10788,0.09898,0.21957,0.39337
57	0.27629,0.75885,0.42064,0.06256,0.48234,0.26869,0.35688,0.04163,0.20794,0.22890
58	0.06605,0.04300,0.57461,0.23027,0.07273,0.55177,0.89334,0.17391,0.15700,0.29760
59	0.91143,0.81651,0.33556,0.99408,0.48335,0.51007,0.65352,0.00352,0.57308,0.06508
60	0.16462,0.56146,0.46150,0.92205,0.74367,0.93122,0.60350,0.94969,0.37247,0.77441
61	0.20372,0.22794,0.57587,0.69807,0.15734,0.93017,0.18954,0.19317,0.79631,0.16465
62	0.76714,0.45390,0.44960,0.80587,0.56929,0.49096,0.95255,0.32791,0.66749,0.22797
63	0.84987,0.29730,0.14037,0.74026,0.01995,0.18480,0.14878,0.26981,0.41176,0.19249
64	0.77561,0.40649,0.94166,0.88438,0.18350,0.09170,0.02541,0.75684,0.58362,0.06778
65	0.35451,0.95996,0.04632,0.42189,0.79766,0.06090,0.60867,0.54011,0.81282,0.10580
66	0.85528,0.16655,0.51781,0.36469,0.57134,0.14436,0.34428,0.61418,0.40963,0.16315
67	0.97620,0.74916,0.46143,0.67395,0.64633,0.62612,0.39469,0.01357,0.86913,0.51417
68	0.11800,0.72835,0.84450,0.16794,0.82582,0.34851,0.74317,0.16722,0.61312,0.69249
69	0.90308,0.82868,0.64245,0.85831,0.17392,0.17186,0.56648,0.59352,0.53885,0.08625
70	0.32358,0.04681,0.40113,0.20688,0.63278,0.42750,0.12662,0.90920,0.27333,0.37240
71	0.48614,0.24337,0.16316,0.18042,0.91521,0.00969,0.62375,0.64151,0.02374,0.25455
72	0.49086,0.09981,0.49497,0.00310,0.86278,0.08633,0.15481,0.19994,0.07028,0.40353
73	0.24686,0.46055,0.36987,0.12261,0.47397,0.07828,0.15196,0.77335,0.63323,0.65016
74	0.65821,0.33000,0.83960,0.67143,0.86074,0.87811,0.28051,0.56496,0.79731,0.31951
75	0.55344,0.98070,0.12118,0.10545,0.76427,0.94027,0.91817,0.94993,0.77946,0.04967
76	0.14770,0.75375,0.34375,0.79404,0.62211,0.34522,0.03845,0.78600,0.20965,0.30274
77	0.59371,0.76480,0.81886,0.82932,0.72938,0.77635,0.36678,0.07679,0.02440,0.47713
78	0.33367,0.94299,0.70964,0.35714,0.30540,0.69961,0.09779,0.36370,0.02585,0.37176
79	0.76281,0.51530,0.00726,0.03289,0.42061,0.55462,0.11149,0.58856,0.05230,0.40083
80	0.86598,0.67560,0.07872,0.86639,0.85109,0.56611,0.66646,0.42235,0.53895,0.20485
81	0.43363,0.28874,0.67955,0.18030,0.19458,0.64231,0.67118,0.08778,0.76204,0.13332
82	0.74714,0.90981,0.89817,0.59782,0.62859,0.93968,0.19749,0.92050,0.80703,0.35303
83	0.54518,0.71846,0.08900,0.30523,0.63104,0.31627,0.95773,0.02369,0.40908,0.04778
84	0.28179,0.51840,0.07039,0.21800,0.07939,0.67384,0.69582,0.30630,0.73502,0.33953
85	0.48760,0.15734,0.87079,0.71903,0.38762,0.40644,0.00501,0.86750,0.74615,0.66955
86	0.56206,0.11325,0.17794,0.06901,0.61479,0.37905,0.69743,0.09293,0.51134,0.45054
87	0.69544,0.94799,0.69500,0.73520,0.28537,0.33288,0.04773,0.37645,0.02317,0.32530
88	0.73893,0.11983,0.54742,0.30400,0.09156,0.53212,0.54532,0.19864,0.18928,0.39390
89	0.22658,0.94381,0.22620,0.42002,0.56464,0.27534,0.39207,0.05013,0.38488,0.67509
90	0.78262,0.51160,0.75976,0.25495,0.29451,0.59816,0.03878,0.91684,0.19376,0.92379
91	0.33870,0.64710,0.48005,0.34763,0.68049,0.97218,0.69738,0.76357,0.66651,0.53378
92	0.83298,0.68868,0.27615,0.43318,0.37452,0.31445,0.19564,0.26125,0.98166,0.89130
93	0.75002,0.37981,0.31803,0.00291,0.77570,0.36611,0.28533,0.12770,0.42863,0.62772
94	0.75378,0.66518,0.84559,0.87857,0.17358,0.66337,0.16604,0.71792,0.48206,0.15571
95	0.39674,0.42781,0.62983,0.49733,0.88151,0.51717,0.28739,0.08491,0.07045,0.68072
96	0.85168,0.34220,0.20099,0.77209,0.15377,0.00419,0.14948,0.51740,0.82700,0.36162
97	0.32764,0.31619,0.32130,0.27375,0.05675,0.58315,0.66941,0.76932,0.19456,0.10011
98	0.44336,0.60781,0.17424,0.66563,0.21508,0.83226,0.87363,0.49389,0.28573,0.16275
99	0.84652,0.16080,0.58314,0.94164,0.17608,0.82422,0.56015,0.95017,0.21977,0.66258
