0	9
0	37
0	50
0	51
0	52
0	53
0	54
0	58
0	62
0	63
0	66
0	67
0	70
0	78
0	80
0	81
0	84
0	86
0	91
0	94
0	97
1	29
1	36
1	50
1	51
1	55
1	60
1	92
1	96
2	21
2	22
2	50
2	51
2	52
2	53
2	54
2	59
2	63
2	68
2	69
2	75
2	76
2	77
2	83
2	85
2	86
2	88
2	93
2	94
2	96
3	28
3	50
3	72
3	91
4	19
4	36
4	51
4	53
4	60
4	67
4	78
4	86
4	90
4	91
4	95
4	97
4	99
5	30
5	49
5	57
5	61
5	62
5	64
5	65
5	67
5	69
5	74
5	80
5	84
5	85
5	87
5	94
5	99
6	33
6	49
6	50
6	51
6	52
6	61
6	62
6	69
6	76
6	79
6	90
6	95
7	20
7	48
7	63
7	84
8	13
8	29
8	50
8	52
8	53
8	54
8	73
8	77
8	78
9	0
9	17
9	50
9	51
9	52
9	54
9	56
9	57
9	58
9	64
9	65
9	68
9	69
9	70
9	72
9	75
9	78
9	79
9	80
9	84
9	88
9	93
9	95
10	18
10	43
10	51
10	52
10	53
10	59
10	60
10	61
10	65
10	68
10	80
10	84
10	85
10	89
11	31
11	35
11	52
11	56
11	60
11	74
11	79
11	93
11	98
12	16
12	23
12	50
12	51
12	56
12	59
12	86
12	94
12	96
13	8
13	25
13	51
13	59
13	61
13	64
13	67
13	72
13	87
14	26
14	30
14	50
14	51
14	56
14	57
14	59
14	74
14	77
14	86
14	91
15	31
15	38
15	52
15	53
15	54
15	61
15	62
15	99
16	12
16	21
16	50
16	51
16	54
16	56
16	62
16	64
16	67
16	73
16	76
16	80
16	84
16	93
16	96
17	9
17	45
17	50
17	51
17	60
17	72
17	81
17	96
18	10
18	40
18	50
18	52
18	54
18	56
18	57
18	58
18	67
18	72
18	73
18	76
18	87
18	95
18	99
19	4
19	22
19	50
19	60
19	63
19	65
19	68
19	72
19	81
19	83
19	92
19	95
20	7
20	42
20	50
20	51
20	52
20	53
20	54
20	55
20	56
20	57
20	58
20	59
20	61
20	66
20	68
20	78
20	79
20	82
20	85
20	86
20	87
20	92
20	93
20	96
20	98
21	2
21	16
21	76
22	2
22	19
22	50
22	51
22	52
22	53
22	54
22	55
22	56
22	58
22	59
22	60
22	62
22	63
22	64
22	65
22	68
22	69
22	71
22	72
22	73
22	77
22	79
22	80
22	83
22	87
22	88
22	89
22	91
22	92
22	93
22	98
22	99
23	12
23	25
23	53
23	60
23	61
23	70
23	73
23	75
23	89
23	92
23	95
24	32
24	34
24	51
24	52
24	54
24	59
24	62
24	67
24	71
24	74
24	77
24	78
24	83
24	85
24	87
24	89
24	90
24	91
24	94
24	99
25	13
25	23
25	54
25	55
25	56
25	65
25	67
25	71
25	75
25	80
25	98
26	14
26	48
26	52
26	54
26	58
26	70
26	97
27	34
27	41
27	55
27	60
27	61
27	68
27	75
27	78
27	84
28	3
28	56
28	64
28	73
28	75
28	90
29	1
29	8
29	50
29	51
29	53
29	59
29	62
29	64
29	72
29	88
30	5
30	14
30	50
30	51
30	52
30	53
30	54
30	56
30	57
30	58
30	59
30	60
30	61
30	65
30	79
30	88
30	90
30	93
31	11
31	15
31	52
31	55
31	56
31	57
31	60
31	68
31	76
31	79
31	82
31	85
31	96
32	24
32	33
32	51
32	52
32	54
32	59
32	63
32	68
32	78
32	82
32	83
32	88
32	89
32	98
33	6
33	32
34	24
34	27
34	50
34	51
34	55
34	58
34	59
34	61
34	66
34	68
34	71
34	76
34	77
34	90
35	11
35	40
35	50
35	63
35	73
35	78
35	84
35	85
35	86
35	88
35	96
35	97
36	1
36	4
36	50
36	53
36	57
36	58
36	65
36	68
36	70
36	74
36	84
36	87
36	88
36	93
37	0
37	47
37	58
37	67
37	81
38	15
38	45
38	50
38	51
38	55
38	58
38	66
38	68
38	69
38	75
38	80
38	84
39	41
39	44
39	50
39	53
39	55
39	58
39	62
39	63
39	72
39	75
40	18
40	35
40	54
40	72
40	75
40	86
41	27
41	39
41	69
41	73
41	74
41	97
42	20
42	44
42	51
42	60
42	65
42	73
42	75
42	99
43	10
43	46
44	39
44	42
44	53
44	69
44	71
44	83
44	98
45	17
45	38
45	50
45	52
45	53
45	55
45	64
45	72
45	96
46	43
46	47
47	37
47	46
47	50
47	52
47	54
47	57
47	63
47	71
47	72
47	88
47	99
48	7
48	26
48	53
48	56
48	57
48	66
48	67
48	70
48	74
48	92
49	5
49	6
49	51
49	55
49	67
49	70
49	72
49	96
49	99
50	0
50	1
50	2
50	3
50	6
50	8
50	9
50	12
50	14
50	16
50	17
50	18
50	19
50	20
50	22
50	29
50	30
50	34
50	35
50	36
50	38
50	39
50	45
50	47
50	51
50	52
50	53
50	54
50	55
50	56
50	57
50	58
50	59
50	60
50	61
50	62
50	63
50	64
50	65
50	66
50	67
50	68
50	70
50	71
50	72
50	73
50	74
50	75
50	76
50	77
50	78
50	79
50	80
50	81
50	82
50	83
50	84
50	85
50	86
50	87
50	88
50	89
50	90
50	91
50	92
50	93
50	94
50	95
50	96
50	97
50	98
50	99
51	0
51	1
51	2
51	4
51	6
51	9
51	10
51	12
51	13
51	14
51	16
51	17
51	20
51	22
51	24
51	29
51	30
51	32
51	34
51	38
51	42
51	49
51	50
51	52
51	53
51	54
51	55
51	56
51	57
51	58
51	59
51	60
51	61
51	62
51	63
51	64
51	65
51	66
51	67
51	68
51	69
51	70
51	71
51	73
51	74
51	75
51	76
51	77
51	78
51	79
51	80
51	81
51	82
51	83
51	84
51	85
51	86
51	87
51	88
51	89
51	90
51	91
51	92
51	93
51	94
51	95
51	97
51	98
51	99
52	0
52	2
52	6
52	8
52	9
52	10
52	11
52	15
52	18
52	20
52	22
52	24
52	26
52	30
52	31
52	32
52	45
52	47
52	50
52	51
52	53
52	54
52	55
52	56
52	57
52	58
52	59
52	60
52	61
52	62
52	63
52	64
52	65
52	66
52	67
52	68
52	69
52	70
52	71
52	72
52	73
52	75
52	76
52	77
52	78
52	79
52	80
52	81
52	82
52	84
52	85
52	86
52	87
52	88
52	89
52	90
52	91
52	92
52	93
52	94
52	95
52	97
52	98
52	99
53	0
53	2
53	4
53	8
53	10
53	15
53	20
53	22
53	23
53	29
53	30
53	36
53	39
53	44
53	45
53	48
53	50
53	51
53	52
53	54
53	55
53	56
53	57
53	58
53	59
53	60
53	61
53	62
53	63
53	64
53	65
53	66
53	67
53	68
53	69
53	70
53	71
53	72
53	73
53	74
53	75
53	76
53	77
53	78
53	79
53	80
53	81
53	82
53	83
53	84
53	85
53	86
53	87
53	89
53	90
53	91
53	92
53	93
53	94
53	96
53	97
53	98
53	99
54	0
54	2
54	8
54	9
54	15
54	16
54	18
54	20
54	22
54	24
54	25
54	26
54	30
54	32
54	40
54	47
54	50
54	51
54	52
54	53
54	55
54	56
54	57
54	58
54	59
54	60
54	61
54	63
54	64
54	66
54	68
54	69
54	70
54	71
54	72
54	73
54	74
54	75
54	78
54	79
54	82
54	83
54	84
54	85
54	86
54	87
54	89
54	90
54	91
54	92
54	94
54	97
54	98
54	99
55	1
55	20
55	22
55	25
55	27
55	31
55	34
55	38
55	39
55	45
55	49
55	50
55	51
55	52
55	53
55	54
55	56
55	57
55	58
55	59
55	60
55	61
55	62
55	63
55	64
55	65
55	66
55	67
55	68
55	69
55	70
55	71
55	72
55	73
55	74
55	75
55	77
55	78
55	79
55	80
55	81
55	82
55	83
55	84
55	85
55	86
55	87
55	88
55	89
55	90
55	92
55	93
55	94
55	96
55	97
55	98
55	99
56	9
56	11
56	12
56	14
56	16
56	18
56	20
56	22
56	25
56	28
56	30
56	31
56	48
56	50
56	51
56	52
56	53
56	54
56	55
56	57
56	58
56	59
56	60
56	61
56	62
56	63
56	64
56	65
56	67
56	68
56	69
56	70
56	71
56	72
56	73
56	74
56	75
56	76
56	77
56	78
56	79
56	80
56	81
56	82
56	83
56	84
56	86
56	89
56	90
56	91
56	92
56	93
56	94
56	95
56	96
56	97
56	98
57	5
57	9
57	14
57	18
57	20
57	30
57	31
57	36
57	47
57	48
57	50
57	51
57	52
57	53
57	54
57	55
57	56
57	58
57	59
57	60
57	61
57	62
57	63
57	64
57	65
57	66
57	69
57	70
57	71
57	72
57	74
57	75
57	78
57	79
57	82
57	86
57	87
57	88
57	89
57	90
57	91
57	92
57	93
57	94
57	95
57	97
57	98
57	99
58	0
58	9
58	18
58	20
58	22
58	26
58	30
58	34
58	36
58	37
58	38
58	39
58	50
58	51
58	52
58	53
58	54
58	55
58	56
58	57
58	59
58	60
58	61
58	62
58	63
58	64
58	65
58	66
58	67
58	68
58	70
58	71
58	72
58	73
58	74
58	75
58	76
58	77
58	78
58	79
58	80
58	82
58	83
58	85
58	86
58	87
58	90
58	91
58	92
58	93
58	94
58	96
58	97
58	98
59	2
59	10
59	12
59	13
59	14
59	20
59	22
59	24
59	29
59	30
59	32
59	34
59	50
59	51
59	52
59	53
59	54
59	55
59	56
59	57
59	58
59	61
59	62
59	63
59	65
59	67
59	68
59	70
59	71
59	72
59	74
59	76
59	77
59	78
59	79
59	80
59	81
59	82
59	84
59	85
59	86
59	87
59	88
59	89
59	90
59	91
59	92
59	93
59	94
59	95
59	96
59	97
60	1
60	4
60	10
60	11
60	17
60	19
60	22
60	23
60	27
60	30
60	31
60	42
60	50
60	51
60	52
60	53
60	54
60	55
60	56
60	57
60	58
60	62
60	63
60	64
60	66
60	67
60	68
60	69
60	70
60	71
60	72
60	73
60	74
60	75
60	76
60	77
60	78
60	79
60	80
60	82
60	84
60	85
60	88
60	91
60	92
60	94
60	95
60	96
60	97
60	99
61	5
61	6
61	10
61	13
61	15
61	20
61	23
61	27
61	30
61	34
61	50
61	51
61	52
61	53
61	54
61	55
61	56
61	57
61	58
61	59
61	62
61	63
61	67
61	68
61	69
61	71
61	72
61	74
61	75
61	77
61	78
61	81
61	82
61	86
61	88
61	89
61	90
61	91
61	92
61	93
61	94
61	95
61	96
61	97
61	99
62	0
62	5
62	6
62	15
62	16
62	22
62	24
62	29
62	39
62	50
62	51
62	52
62	53
62	55
62	56
62	57
62	58
62	59
62	60
62	61
62	63
62	64
62	65
62	66
62	67
62	68
62	69
62	70
62	72
62	74
62	75
62	76
62	77
62	80
62	81
62	82
62	83
62	84
62	85
62	86
62	88
62	89
62	90
62	91
62	92
62	93
62	94
62	98
62	99
63	0
63	2
63	7
63	19
63	22
63	32
63	35
63	39
63	47
63	50
63	51
63	52
63	53
63	54
63	55
63	56
63	57
63	58
63	59
63	60
63	61
63	62
63	65
63	68
63	69
63	70
63	71
63	72
63	73
63	75
63	77
63	78
63	79
63	80
63	81
63	82
63	84
63	85
63	86
63	88
63	89
63	92
63	93
63	96
63	97
63	98
64	5
64	9
64	13
64	16
64	22
64	28
64	29
64	45
64	50
64	51
64	52
64	53
64	54
64	55
64	56
64	57
64	58
64	60
64	62
64	65
64	66
64	70
64	71
64	74
64	75
64	76
64	77
64	78
64	79
64	80
64	81
64	83
64	84
64	85
64	87
64	88
64	89
64	91
64	96
64	97
64	99
65	5
65	9
65	10
65	19
65	22
65	25
65	30
65	36
65	42
65	50
65	51
65	52
65	53
65	55
65	56
65	57
65	58
65	59
65	62
65	63
65	64
65	66
65	67
65	68
65	69
65	70
65	71
65	72
65	73
65	74
65	75
65	76
65	79
65	80
65	81
65	82
65	83
65	84
65	86
65	89
65	90
65	91
65	94
65	95
65	96
65	98
66	0
66	20
66	34
66	38
66	48
66	50
66	51
66	52
66	53
66	54
66	55
66	57
66	58
66	60
66	62
66	64
66	65
66	67
66	70
66	71
66	72
66	73
66	74
66	76
66	77
66	78
66	79
66	80
66	81
66	82
66	83
66	84
66	86
66	89
66	90
66	91
66	92
66	93
66	94
66	95
66	96
66	97
66	98
67	0
67	4
67	5
67	13
67	16
67	18
67	24
67	25
67	37
67	48
67	49
67	50
67	51
67	52
67	53
67	55
67	56
67	58
67	59
67	60
67	61
67	62
