0	0.75273,0.77551,0.34875,0.78544,0.49596,0.24956,0.31386,0.90559,0.16171,0.29193
1	0.75568,0.41925,0.06713,0.41145,0.37666,0.17458,0.51490,0.06896,0.15637,0.51628
2	0.48410,0.67128,0.17475,0.68468,0.56691,0.02357,0.63445,0.12181,0.57775,0.02546
3	0.93469,0.64009,0.61343,0.56313,0.89379,0.67200,0.76716,0.32517,0.89383,0.03718
4	0.90819,0.12687,0.90863,0.67071,0.95130,0.18792,0.60380,0.94231,0.46583,0.08718
5	0.64498,0.84961,0.86896,0.44275,0.79713,0.35043,0.57635,0.09797,0.63247,0.48348
6	0.34743,0.91278,0.18580,0.08322,0.89239,0.73672,0.89146,0.80388,0.29755,0.75282
7	0.58805,0.23640,0.22208,0.70360,0.83262,0.16850,0.68194,0.24823,0.33105,0.33229
8	0.24712,0.05278,0.40021,0.72116,0.49550,0.13045,0.67616,0.03635,0.94249,0.91714
9	0.31435,0.05927,0.02510,0.64370,0.14217,0.78491,0.97976,0.19261,0.02088,0.06439
10	0.98764,0.65643,0.88643,0.52893,0.75274,0.19569,0.75467,0.51351,0.02428,0.48791
11	0.85906,0.74491,0.32692,0.92905,0.30251,0.70317,0.08952,0.55092,0.61940,0.20653
12	0.11849,0.66957,0.25371,0.22371,0.47261,0.88845,0.42323,0.05380,0.10089,0.37844
13	0.18839,0.68474,0.86330,0.02967,0.30156,0.01423,0.85773,0.75916,0.96048,0.12323
14	0.21131,0.04108,0.71652,0.16303,0.60645,0.38431,0.31155,0.70450,0.17256,0.33143
15	0.87037,0.97215,0.36178,0.04965,0.73753,0.89226,0.20759,0.80449,0.94863,0.73271
16	0.68072,0.29683,0.91686,0.69278,0.33902,0.97110,0.57824,0.70211,0.37590,0.90922
17	0.01058,0.01988,0.41528,0.19149,0.39499,0.57405,0.79229,0.41463,0.74127,0.91761
18	0.60251,0.11514,0.10889,0.75552,0.15356,0.05149,0.29688,0.63947,0.81219,0.93370
19	0.32961,0.45154,0.91150,0.63669,0.68963,0.29857,0.66880,0.90845,0.57657,0.23097
20	0.54109,0.09713,0.97603,0.46843,0.64846,0.81486,0.58918,0.76283,0.48762,0.68574
21	0.28084,0.47916,0.50420,0.65918,0.31307,0.14605,0.48646,0.01016,0.44522,0.59806
22	0.42844,0.41902,0.31103,0.85367,0.72061,0.09591,0.92135,0.96286,0.37602,0.72138
23	0.92945,0.54542,0.65560,0.92116,0.49624,0.65838,0.08664,0.63895,0.31407,0.84607
24	0.00798,0.05288,0.61751,0.30206,0.15722,0.02512,0.75452,0.19091,0.84351,0.08562
25	0.28001,0.40924,0.25972,0.91568,0.58832,0.14959,0.19384,0.60852,0.32428,0.86449
26	0.42465,0.91217,0.23597,0.65674,0.40476,0.20532,0.61382,0.11050,0.76857,0.74015
27	0.84144,0.25536,0.51876,0.55675,0.90557,0.03420,0.53507,0.75512,0.76015,0.35929
28	0.83965,0.41527,0.81055,0.11796,0.93359,0.87335,0.86313,0.73602,0.22135,0.88520
29	0.87088,0.28389,0.45145,0.30226,0.20320,0.36852,0.25973,0.59177,0.92526,0.61169
30	0.88577,0.56919,0.23023,0.74552,0.26256,0.64384,0.06293,0.50637,0.79984,0.12819
31	0.15047,0.22102,0.02312,0.90590,0.23165,0.43924,0.36001,0.63476,0.96945,0.16472
32	0.55308,0.68503,0.02032,0.22064,0.46302,0.82343,0.93928,0.36845,0.78796,0.87287
33	0.05025,0.37717,0.80943,0.03630,0.23290,0.58713,0.94516,0.25609,0.90012,0.28847
34	0.44261,0.98452,0.74773,0.57647,0.78357,0.93176,0.19377,0.00903,0.28687,0.35140
35	0.30890,0.61842,0.10707,0.64587,0.05777,0.67541,0.49365,0.72772,0.79063,0.84165
36	0.49249,0.67150,0.28727,0.15797,0.95017,0.83520,0.00899,0.26942,0.32409,0.16008
37	0.07107,0.69208,0.98009,0.05574,0.06180,0.02019,0.08761,0.69995,0.96309,0.67516
38	0.21238,0.78582,0.38272,0.25761,0.29733,0.37020,0.73058,0.78199,0.42697,0.91076
39	0.88339,0.71393,0.73916,0.64447,0.82312,0.95501,0.69105,0.99745,0.84224,0.13120
40	0.40608,0.19046,0.22273,0.16590,0.75044,0.65830,0.03894,0.71348,0.16728,0.05260
41	0.09727,0.23071,0.11307,0.34043,0.04149,0.43208,0.98197,0.76451,0.92394,0.55180
42	0.06387,0.59506,0.65587,0.00820,0.51757,0.45847,0.34964,0.53521,0.32404,0.38366
43	0.01229,0.77582,0.53047,0.78965,0.35872,0.58007,0.08252,0.02706,0.66942,0.25518
44	0.88855,0.42336,0.90259,0.99682,0.42942,0.97311,0.81387,0.70592,0.73854,0.73778
45	0.19054,0.13893,0.22005,0.51609,0.36420,0.44629,0.47998,0.90547,0.36924,0.32902
46	0.85174,0.68197,0.93411,0.96883,0.13777,0.16900,0.98291,0.07482,0.65627,0.93008
47	0.30891,0.83794,0.42758,0.67094,0.03824,0.80717,0.11793,0.04739,0.37639,0.64255
48	0.81809,0.50965,0.82926,0.17376,0.29750,0.86050,0.98308,0.90252,0.81214,0.36761
49	0.44664,0.83212,0.61823,0.26290,0.68633,0.18836,0.39460,0.31276,0.19328,0.34266
50	0.68206,0.18089,0.35327,0.14582,0.04565,0.79127,0.45791,0.33674,0.06615,0.66667
51	0.44586,0.05138,0.64370,0.13386,0.20356,0.55410,0.72733,0.77666,0.20023,0.41503
52	0.64488,0.90365,0.05916,0.54242,0.46614,0.26061,0.99067,0.56093,0.29204,0.34138
53	0.02706,0.16559,0.05074,0.73813,0.90289,0.64391,0.85255,0.34935,0.67364,0.28543
54	0.41805,0.96033,0.84933,0.29658,0.85608,0.76470,0.11861,0.01200,0.59477,0.10628
55	0.09875,0.00900,0.98396,0.59810,0.97687,0.44758,0.41768,0.05071,0.14309,0.38398
56	0.09749,0.41371,0.45031,0.53687,0.23730,0.30870,0.02519,0.37818,0.37393,0.41853
57	0.41274,0.06292,0.38460,0.54310,0.39491,0.75722,0.67024,0.99915,0.24055,0.46670
58	0.72567,0.86035,0.04599,0.25932,0.12397,0.41415,0.81651,0.78691,0.57032,0.54431
59	0.38324,0.09391,0.89403,0.49043,0.40163,0.46675,0.14076,0.45097,0.44181,0.84042
60	0.87297,0.90367,0.46994,0.23982,0.76503,0.41252,0.48683,0.85830,0.84959,0.47208
61	0.47636,0.01445,0.65256,0.52835,0.82106,0.19356,0.77457,0.35322,0.15423,0.79345
62	0.72949,0.03193,0.66861,0.11924,0.31193,0.18635,0.71685,0.89635,0.12910,0.43157
63	0.06229,0.53743,0.65180,0.75461,0.79904,0.54092,0.93741,0.66216,0.58724,0.38536
64	0.20489,0.14976,0.37791,0.36305,0.94142,0.62421,0.63009,0.06999,0.45576,0.31117
65	0.05393,0.47784,0.04843,0.08844,0.23891,0.01890,0.79010,0.88422,0.82164,0.42819
66	0.21696,0.49511,0.26543,0.36596,0.97643,0.05910,0.61679,0.04740,0.49564,0.40408
67	0.59553,0.32029,0.19834,0.44412,0.06766,0.33773,0.04234,0.77602,0.04532,0.87538
68	0.05585,0.69125,0.47078,0.78762,0.13116,0.99045,0.17742,0.97603,0.28048,0.75453
69	0.98396,0.65008,0.91028,0.18709,0.18164,0.06586,0.27480,0.04644,0.90031,0.91999
70	0.90970,0.82948,0.95893,0.44724,0.03529,0.14604,0.75775,0.75648,0.33763,0.51669
71	0.70539,0.38927,0.42049,0.07248,0.51194,0.91751,0.26189,0.17409,0.42899,0.15989
72	0.27556,0.94233,0.51955,0.21539,0.85281,0.53250,0.33487,0.99816,0.42373,0.63616
73	0.81910,0.23378,0.12205,0.44001,0.06493,0.89068,0.66241,0.91619,0.53091,0.62318
74	0.14764,0.90447,0.62541,0.37603,0.80448,0.12198,0.76747,0.28420,0.55334,0.28729
75	0.05075,0.06561,0.53742,0.78763,0.86209,0.96949,0.05181,0.65917,0.81942,0.36047
76	0.46243,0.43229,0.02161,0.31971,0.66557,0.06995,0.68683,0.03975,0.49491,0.71865
77	0.56693,0.30224,0.52415,0.90906,0.14470,0.25950,0.20869,0.18568,0.89812,0.81218
78	0.91394,0.71437,0.25206,0.00813,0.40725,0.87327,0.97138,0.59496,0.20783,0.71321
79	0.50433,0.84048,0.38927,0.51260,0.91448,0.88660,0.55887,0.98598,0.90107,0.70308
80	0.89419,0.54758,0.97129,0.30719,0.43635,0.37657,0.38256,0.94400,0.40316,0.69379
81	0.81409,0.41930,0.98854,0.68614,0.20246,0.67692,0.38168,0.08698,0.83054,0.32382
82	0.64459,0.65284,0.96262,0.25151,0.25849,0.70292,0.00795,0.87538,0.50170,0.78404
83	0.69945,0.43970,0.89090,0.27651,0.68880,0.11663,0.12183,0.02843,0.71679,0.45698
84	0.26843,0.37536,0.81728,0.50973,0.49071,0.60671,0.74084,0.84906,0.09102,0.21346
85	0.85417,0.27858,0.60816,0.12220,0.02353,0.23123,0.70804,0.69403,0.64618,0.37789
86	0.82190,0.72938,0.83669,0.06129,0.91322,0.89715,0.29149,0.93296,0.02265,0.19875
87	0.94091,0.01320,0.22830,0.27346,0.21882,0.30813,0.95490,0.30688,0.39309,0.61203
88	0.22448,0.27921,0.36465,0.97804,0.91057,0.26336,0.26611,0.42904,0.56373,0.24716
89	0.51755,0.01794,0.62351,0.85156,0.53779,0.91431,0.50017,0.94685,0.85463,0.49264
90	0.30330,0.14101,0.12374,0.13474,0.12718,0.08841,0.12738,0.18057,0.69148,0.53449
91	0.91640,0.26747,0.97073,0.66873,0.80458,0.37791,0.54155,0.12862,0.44969,0.05130
92	0.73032,0.90470,0.57338,0.90117,0.34299,0.48887,0.33847,0.01902,0.21151,0.69874
93	0.01917,0.17937,0.42080,0.25946,0.13063,0.01920,0.82787,0.04482,0.79362,0.46214
94	0.65337,0.42898,0.74864,0.82684,0.81821,0.76762,0.88127,0.84281,0.86503,0.49435
95	0.99481,0.36761,0.11545,0.94132,0.33913,0.05501,0.72156,0.04875,0.96845,0.73760
96	0.51549,0.69941,0.76241,0.55519,0.99608,0.65573,0.17741,0.88881,0.60530,0.41109
97	0.77531,0.37126,0.06046,0.18440,0.47427,0.81404,0.03480,0.76206,0.45403,0.48443
98	0.37696,0.99221,0.55061,0.67416,0.91082,0.44047,0.68511,0.38842,0.34718,0.14592
99	0.47990,0.60830,0.31532,0.81097,0.79391,0.54742,0.17495,0.78640,0.40670,0.24939
