0	0.59281,0.61956,0.66433,0.08362,0.05724,0.08717,0.66987,0.61472,0.49843,0.55617
1	0.79367,0.84159,0.95407,0.99314,0.75069,0.08795,0.90565,0.78896,0.78694,0.12704
2	0.65462,0.61501,0.79335,0.13543,0.45115,0.44074,0.90825,0.67646,0.08705,0.31419
3	0.50277,0.50266,0.53775,0.25869,0.50853,0.89887,0.40680,0.82721,0.62685,0.39946
4	0.96065,0.46748,0.18094,0.12574,0.50054,0.69735,0.36209,0.88153,0.70899,0.90670
5	0.86549,0.45669,0.06537,0.07978,0.69809,0.18333,0.68288,0.45238,0.96741,0.93678
6	0.18441,0.31257,0.09196,0.54441,0.41180,0.99252,0.25868,0.02953,0.51781,0.22566
7	0.07463,0.55121,0.91012,0.47935,0.16747,0.37465,0.96945,0.12947,0.97293,0.63582
8	0.06275,0.74105,0.39755,0.91269,0.59013,0.14257,0.27908,0.87382,0.68131,0.72322
9	0.86398,0.97467,0.44235,0.93990,0.32897,0.82159,0.41673,0.01996,0.88417,0.72102
10	0.15424,0.58701,0.53612,0.08803,0.51945,0.44592,0.98401,0.95561,0.44683,0.77527
11	0.80981,0.47400,0.37824,0.53595,0.99323,0.63731,0.75616,0.09673,0.31667,0.35729
12	0.25877,0.95795,0.03192,0.04789,0.51799,0.76730,0.18847,0.90598,0.83029,0.10127
13	0.81846,0.06920,0.80603,0.77635,0.15886,0.48615,0.96254,0.41962,0.57199,0.66263
14	0.39542,0.84846,0.14285,0.45723,0.83486,0.37748,0.98857,0.65725,0.57072,0.10447
15	0.55424,0.03216,0.30607,0.43072,0.21182,0.54557,0.24411,0.28897,0.98215,0.09025
16	0.46336,0.87533,0.41746,0.16931,0.87626,0.87813,0.56465,0.47474,0.00117,0.09500
17	0.46270,0.93664,0.97277,0.45999,0.08464,0.93933,0.79350,0.64515,0.23003,0.04149
18	0.85866,0.00009,0.11791,0.57427,0.98389,0.15840,0.19027,0.30784,0.74524,0.61331
19	0.17260,0.56798,0.90715,0.86369,0.43270,0.39329,0.31682,0.39078,0.46042,0.38075
20	0.67554,0.01497,0.95209,0.86296,0.98217,0.11980,0.81982,0.61806,0.53352,0.63939
21	0.87674,0.64853,0.14217,0.63885,0.88577,0.64196,0.73079,0.34836,0.54831,0.16206
22	0.08821,0.75094,0.47129,0.59003,0.17055,0.52570,0.18708,0.57216,0.53549,0.05048
23	0.82357,0.90663,0.18083,0.61146,0.21433,0.43761,0.44094,0.54840,0.87115,0.07380
24	0.59215,0.79402,0.89967,0.27515,0.98831,0.09149,0.84901,0.20903,0.46507,0.82850
25	0.77729,0.60805,0.46946,0.61549,0.34901,0.42982,0.97802,0.13371,0.23102,0.15304
