0	0.96622,0.42197,0.11412,0.39339,0.25295,0.77382,0.21042,0.13383,0.04359,0.46011
1	0.08153,0.68451,0.63726,0.40481,0.18260,0.08504,0.86795,0.72555,0.80625,0.83601
2	0.06708,0.97066,0.17211,0.68799,0.53347,0.71743,0.69790,0.07548,0.23484,0.24736
3	0.75224,0.52104,0.65074,0.75541,0.60143,0.24559,0.59379,0.14542,0.17141,0.57546
4	0.37804,0.46414,0.53417,0.44868,0.08238,0.59047,0.61469,0.64961,0.99208,0.15018
5	0.05130,0.92797,0.57275,0.67861,0.27672,0.48705,0.71011,0.58254,0.08563,0.09751
6	0.67035,0.93405,0.85200,0.47588,0.49781,0.14151,0.85179,0.65448,0.40355,0.29315
7	0.47948,0.26575,0.20415,0.89338,0.78576,0.15104,0.12899,0.81524,0.35699,0.46296
8	0.13560,0.06938,0.21082,0.95389,0.46785,0.20238,0.90341,0.45108,0.05917,0.77952
9	0.83756,0.21012,0.29555,0.06967,0.69830,0.27055,0.39928,0.46428,0.85140,0.81922
10	0.04988,0.38441,0.44348,0.11989,0.19846,0.49472,0.97975,0.19866,0.31547,0.95031
11	0.77546,0.53595,0.49162,0.17938,0.85937,0.27439,0.26973,0.95357,0.15997,0.65390
12	0.46244,0.65964,0.81183,0.24319,0.78847,0.87347,0.13217,0.49176,0.96890,0.38532
13	0.61288,0.69020,0.77437,0.30261,0.92967,0.37728,0.09304,0.75538,0.83904,0.89963
14	0.33343,0.55635,0.19938,0.54929,0.90522,0.79359,0.09404,0.74906,0.55399,0.29559
15	0.63029,0.00676,0.59572,0.55457,0.28971,0.29951,0.97249,0.66456,0.15670,0.08394
16	0.12279,0.77520,0.88380,0.33860,0.43009,0.75160,0.52683,0.71504,0.88678,0.02855
17	0.77413,0.80223,0.53786,0.55093,0.01126,0.61506,0.35556,0.18664,0.94775,0.66557
18	0.75318,0.61230,0.58676,0.16970,0.90651,0.95945,0.19287,0.24399,0.68332,0.00781
19	0.13407,0.27764,0.19647,0.37659,0.63337,0.75391,0.88921,0.63695,0.87620,0.11594
20	0.07112,0.78787,0.92185,0.76802,0.04342,0.48840,0.35995,0.29670,0.10421,0.32981
